Row,Timestamp,EventSource,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,EventSource.1,SampleNumber,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral,Attention,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise,Blink,BlinkRate,Pitch,Yaw,Roll,Interocular Distance,EventSource.2,SampleNumber.1,width,height,feature id_1,feature-x_1,feature-y_1,feature id_2,feature-x_2,feature-y_2,feature id_3,feature-x_3,feature-y_3,feature id_4,feature-x_4,feature-y_4,feature id_5,feature-x_5,feature-y_5,feature id_6,feature-x_6,feature-y_6,EventSource.3,CPU Sys,Memory Sys,CPU Proc,Memory Proc,EventSource.4,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,EventSource.5,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
40683,269194.6088,1.0,StartSlide,TestImage,120000.0,StimuliDisplay,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40684,269195.1154,,,,,,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,975.0,966.0,933.0,992.0,-1.0,-1.0,269241.605,489.6258850097656,497.4578247070313,0.6457372903823853,0.3995651602745056,0.4537660777568817,0.4159028828144073,0.0,0.0,1.0,954.0,979.0,954.0,979.0,493.541854858399,6.57846937520517,-1922.4323998291,395.0,,962.601346294206,980.639864788958,268682.645,269340.9199,658.27489999996,0.368382414353156,,,,,,,,,,
40685,269203.4452,,,,,,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,987.0,971.0,930.0,990.0,-1.0,-1.0,269249.935,489.7632751464844,497.5089111328125,0.6455215811729431,0.3995155096054077,0.4536667466163635,0.4159407615661621,0.0,0.0,1.0,958.5,980.5,958.5,980.5,493.636093139649,29.0554184995041,2698.37800718871,395.0,,962.601346294206,980.639864788958,268682.645,269340.9199,658.27489999996,0.368382414353156,,,,,,,,,,
40686,269211.755,,,,,,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,269258.243,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,941.25,984.75,495.563713073731,73.8143418547559,5386.2816620515,395.0,,962.601346294206,980.639864788958,268682.645,269340.9199,658.27489999996,0.368382414353156,,,,,,,,,,
40687,269213.7079,,,,,,Frage 4,1.0,-1.0,4.685349464416504,0.0008153179660439,0.1281893104314804,0.0792100057005882,95.56726837158205,0.0226042661815881,0.0679989606142044,98.93317413330078,91.63553619384764,0.1108367443084716,6.215719699859619,0.0,98.38062286376952,6.215719699859619,0.3441644310951232,53.747589111328125,0.0122938537970185,11.867271423339844,41.855018615722656,7.45239740354009e-05,0.0532069541513919,4.576489448547363,9.331251203548163e-05,0.0005576498224399,0.0002672053524293,0.8097501397132874,0.1108367443084716,95.80770111083984,93.94022369384764,2.814422369003296,74.85177612304686,0.0,17.97344970703125,0.0,12.0,-19.56520652770996,-1.4659788608551023,-0.9708516001701356,131.86044311523438,1.0,-1.0,640.0,480.0,0.0,267.0773010253906,266.2063903808594,1.0,441.17434692382807,444.93597412109375,2.0,286.2330322265625,306.8962707519532,3.0,417.810791015625,298.2667236328125,4.0,356.4428100585937,362.9207153320313,5.0,358.33367919921875,444.93597412109375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40688,269220.083,,,,,,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,924.0,989.0,-1.0,-1.0,269266.57300000003,-1.0,497.4913330078125,-1.0,-1.0,0.4527827501296997,0.4159818291664123,4.0,0.0,1.0,924.0,989.0,924.0,989.0,497.491333007813,35.6592518350838,-4581.54298988544,395.0,,962.601346294206,980.639864788958,268682.645,269340.9199,658.27489999996,0.368382414353156,,,,,,,,,,
40689,269228.4486,,,,,,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,986.0,965.0,926.0,986.0,-1.0,-1.0,269274.934,490.325927734375,497.52783203125,0.6444437503814697,0.3995185494422912,0.4525636434555053,0.415976196527481,0.0,0.0,1.0,956.0,975.5,956.0,975.5,493.926879882813,51.4319709127236,1885.42592014961,395.0,,962.601346294206,980.639864788958,268682.645,269340.9199,658.27489999996,0.368382414353156,,,,,,,,,,
40690,269229.3385,1.0,StartMedia,TestImage,120000.0,StimuliDisplay,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40691,269236.7813,,,,,,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,269283.268,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,1.0,,,946.0,977.25,495.70849609375,42.294014931335,-1096.63806226332,395.0,,962.601346294206,980.639864788958,268682.645,269340.9199,658.27489999996,0.368382414353156,,,,,,,,,,
40692,269245.0811,,,,,,Frage 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.0,-1.0,936.0,979.0,-1.0,-1.0,269291.571,-1.0,497.4901123046875,-1.0,-1.0,0.4515691697597503,0.4160463809967041,4.0,0.0,1.0,936.0,979.0,936.0,979.0,497.490112304688,55.2921760631697,1566.08124675012,395.0,,962.601346294206,980.639864788958,268682.645,269340.9199,658.27489999996,0.368382414353156,,,,,,,,,,
