Row,Timestamp,EventSource,SlideEvent,StimType,Duration,CollectionPhase,SourceStimuliName,EventSource.1,CPU Sys,Memory Sys,CPU Proc,Memory Proc,EventSource.2,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,EventSource.3,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration,Saccade Direction
26338,432527.6593,1.0,StartSlide,TestImage,150000.0,StimuliDisplay,Frage 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26339,432543.4251,,,,,,Frage 5,,,,,,1.0,974.0,984.0,966.0,1018.0,4.08349609375,3.9941558837890634,432560.80600000033,515.7228393554688,519.7645263671875,0.7681841254234314,0.3693255186080932,0.6022286415100097,0.3626811206340789,0.0,0.0,1.0,970.0,1001.0,970.0,1001.0,517.743682861328,2.07746819769517,83.1661162738131,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
26340,432560.0785,,,,,,Frage 5,,,,,,1.0,970.0,984.0,970.0,1018.0,4.07806396484375,3.991165161132813,432577.4600000004,515.8255004882812,519.8568725585938,0.7679277658462524,0.3693144619464874,0.6019895076751709,0.3627187609672546,0.0,0.0,1.0,970.0,1001.0,970.0,1001.0,517.841186523438,3.83894582581081,105.772852877765,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
26341,432560.9329,1.0,StartMedia,TestImage,150000.0,StimuliDisplay,Frage 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26342,432576.734,,,,,,Frage 5,,,,,,1.0,973.0,990.0,967.0,1020.0,4.077560424804688,3.987274169921875,432594.11500000017,515.75390625,519.7720947265625,0.7676736116409301,0.3693008720874786,0.6017370223999023,0.3627608716487884,0.0,0.0,1.0,970.0,1005.0,970.0,1005.0,517.763000488281,0.960138074557655,-172.844270736651,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
26343,432593.3895,,,,,,Frage 5,,,,,,1.0,972.0,986.0,968.0,1018.0,4.06683349609375,3.975921630859375,432610.77,515.779541015625,519.7853393554688,0.7673996686935424,0.3692964017391204,0.6014754772186279,0.3628126978874206,0.0,0.0,1.0,970.0,1002.0,970.0,1002.0,517.782440185547,2.16363467845101,72.258209233816,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
26344,432610.0436,,,,,,Frage 5,,,,,,1.0,971.0,981.0,971.0,1025.0,4.063278198242188,3.977859497070313,432627.4250000002,515.9365234375,519.9312744140625,0.7671038508415222,0.3693028390407562,0.6012005805969238,0.3628543317317962,0.0,0.0,1.0,971.0,1003.0,971.0,1003.0,517.933898925781,1.77448111035942,-23.3668326773548,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
26345,432626.6986,,,,,,Frage 5,,,,,,1.0,975.0,979.0,968.0,1027.0,4.0627288818359375,3.983978271484375,432644.0790000004,516.0554809570312,520.0416259765625,0.7668697237968444,0.3693444430828094,0.6009600758552551,0.3629157841205596,0.0,0.0,1.0,971.5,1003.0,971.5,1003.0,518.048553466797,0.995887866752966,-46.7483184392162,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
26346,432643.3528,,,,,,Frage 5,,,,,,1.0,973.0,978.0,967.0,1028.0,4.055831909179688,3.982696533203125,432660.7340000002,516.0636596679688,520.038330078125,0.7666023969650269,0.369381844997406,0.6006890535354614,0.3629547357559204,0.0,0.0,1.0,970.0,1003.0,970.0,1003.0,518.050994873047,4.1179129275631,187.461725019036,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
26347,432660.0087,,,,,,Frage 5,,,,,,1.0,969.0,972.0,971.0,1026.0,4.054351806640625,3.978805541992188,432677.3890000004,516.0396728515625,520.0043334960938,0.7663776278495787,0.3695042729377746,0.6004719138145446,0.36306694149971,0.0,0.0,1.0,970.0,999.0,970.0,999.0,518.022003173828,6.74094563279476,157.483696781903,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
26348,432676.6624,,,,,,Frage 5,,,,,,1.0,969.0,970.0,970.0,1022.0,4.05462646484375,3.98211669921875,432694.04300000006,515.9009399414064,519.8525390625,0.7661278843879699,0.3696962296962738,0.600219190120697,0.3632505536079406,0.0,0.0,1.0,969.5,996.0,969.5,996.0,517.876739501953,0.0,-404.77165031245,795.0,,970.758064516129,999.774193548387,432218.6589,432734.95405,516.295149999962,0.123346362569268,,,,,,,,,,
