Row,Timestamp,Duration,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,Event Group,Event Label,Event Text,Event Index,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration
24466,199191,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24467,199194,,879.0,401.0,828.0,390.0,-1.0,-1.0,199300.31,564.6475219726562,568.730224609375,0.6068695783615112,0.4672451019287109,0.4582173824310303,0.4586731195449829,0.0,0.0,,,,,853.5,395.5,853.5,395.5,566.688873291016,44.7348049591467,-2608.32464421869,,,,,,,,,1114.0,,199072.842,199197.80275,124.960749999998,20.526518374544,740.9460238793159,48981.734375047316,-29138.7618336192
24468,199202,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199308.658,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,860.375,396.625,566.159828186035,26.114393135245,-2229.9093234879997,,,,,,,,,,,,,,,,,
24469,199210,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199317.005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,867.25,397.75,565.630783081055,26.209166575698,11.3571853673124,,,,,,,,,,,,,,,,,
24470,199219,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199325.318,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,874.125,398.875,565.101737976074,26.2246743168145,1.8653685110326896,,,,,,,,,,,,,,,,,
24471,199227,,881.0,400.0,-1.0,-1.0,-1.0,-1.0,199333.677,564.5726928710938,-1.0,0.6065335869789124,0.4668101370334625,-1.0,-1.0,0.0,4.0,,,,,881.0,400.0,881.0,400.0,564.572692871094,81.90166237843799,6661.4407654534,,,,,,,,,1115.0,,199222.81525,199256.14785,33.3326000000234,2.4978040707646803,188.21783129255903,12803.3152187941,-16047.886209356499
24472,199235,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199341.979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,837.0,376.0,564.557312011719,188.21783129255903,12803.3152187941,,,,,,,,,1115.0,,199222.81525,199256.14785,33.3326000000234,2.4978040707646803,188.21783129255903,12803.3152187941,-16047.886209356499
24473,199236,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24474,199244,,793.0,352.0,-1.0,-1.0,-1.0,-1.0,199350.305,564.5419311523438,-1.0,0.6059544086456298,0.466538518667221,-1.0,-1.0,0.0,4.0,,,,,793.0,352.0,793.0,352.0,564.541931152344,54.6239929655706,-16047.886209356499,,,,,,,,,1115.0,,199222.81525,199256.14785,33.3326000000234,2.4978040707646803,188.21783129255903,12803.3152187941,-16047.886209356499
24475,199245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24476,199252,,814.0,358.0,-1.0,-1.0,-1.0,-1.0,199358.638,564.7285766601562,-1.0,0.6059198379516602,0.4663664102554321,-1.0,-1.0,0.0,4.0,,,,,814.0,358.0,814.0,358.0,564.728576660156,53.2646813642677,-163.13370552710398,,,,,,,,,1115.0,,199222.81525,199256.14785,33.3326000000234,2.4978040707646803,188.21783129255903,12803.3152187941,-16047.886209356499
24477,199260,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199367.022,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,819.0,364.0,566.700225830078,28.9932419607505,-2894.59152586859,,,,,,,,,,,,,,,,,
24478,199268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24479,199269,,-1.0,-1.0,824.0,370.0,-1.0,-1.0,199375.33899999998,-1.0,568.671875,-1.0,-1.0,0.4561542272567749,0.4576056897640228,4.0,0.0,,,,,824.0,370.0,824.0,370.0,568.671875,26.3352066219186,-319.617538909138,,,,,,,,,,,,,,,,,
24480,199270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24481,199277,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199383.634,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,833.0,365.666666666667,566.876607259115,37.4312035930781,1337.4310819217599,,,,,,,,,1116.0,1.0,199272.80495,199322.83585,50.0309000000125,0.684737794133455,56.004039004445296,2293.8726456785002,-2734.13563561242
24482,199285,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,199392.012,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,842.0,361.333333333333,565.081339518229,37.4957211083185,7.70192856943704,,,,,,,,,1116.0,1.0,199272.80495,199322.83585,50.0309000000125,0.684737794133455,56.004039004445296,2293.8726456785002,-2734.13563561242
24483,199289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24484,199294,,851.0,357.0,-1.0,-1.0,-1.0,-1.0,199400.336,563.2860717773438,-1.0,0.6042631268501282,0.465489000082016,-1.0,-1.0,0.0,4.0,,,,,851.0,357.0,851.0,357.0,563.286071777344,36.9694837906494,-63.22460053920901,,,,,,,,,1116.0,1.0,199272.80495,199322.83585,50.0309000000125,0.684737794133455,56.004039004445296,2293.8726456785002,-2734.13563561242
