Row,Timestamp,Duration,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,Event Group,Event Label,Event Text,Event Index,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration
28470,227376,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28471,227381,,1002.0,-1.0,967.0,1067.0,-1.0,-1.0,227479.179,625.6807250976562,618.208984375,0.6082836389541626,0.42477747797966,0.4512218832969666,0.4222838580608368,0.0,0.0,,,,,984.5,1067.0,984.5,1067.0,621.944854736328,44.4380064312224,-3066.39567525118,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28472,227390,,986.0,-1.0,967.0,1067.0,-1.0,-1.0,227487.48,625.6732788085938,618.2556762695312,0.6083036661148071,0.4247902929782867,0.451322466135025,0.4219723939895629,0.0,0.0,,,,,976.5,1067.0,976.5,1067.0,621.9644775390631,18.321775215629998,-3138.2911408190002,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28473,227398,,978.0,1059.0,969.0,1074.0,4.3340606689453125,4.31292724609375,227495.83899999998,625.702880859375,618.337890625,0.6083582639694214,0.4248571395874024,0.45153316855430603,0.4217315316200256,0.0,0.0,,,,,973.5,1066.5,973.5,1066.5,622.0203857421881,5.4456975443246,-1543.8756934932999,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28474,227406,,-1.0,-1.0,978.0,1064.0,-1.0,-1.0,227504.14800000002,-1.0,618.3600463867188,-1.0,-1.0,0.4516951739788056,0.4214164912700653,4.0,0.0,,,,,978.0,1064.0,978.0,1064.0,618.360046386719,16.3256377402368,1309.65274702139,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28475,227411,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28476,227415,,966.0,1060.0,-1.0,-1.0,-1.0,-1.0,227512.546,625.6600952148438,-1.0,0.6087414026260376,0.4247319102287293,-1.0,-1.0,0.0,4.0,,,,,966.0,1060.0,966.0,1060.0,625.660095214844,13.309406246932301,-359.00252250246905,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28477,227423,,990.0,-1.0,982.0,1065.0,4.33746337890625,4.277633666992188,227520.842,625.6869506835938,618.5374145507812,0.6090108156204224,0.4246813952922821,0.4521086812019348,0.4208052158355713,0.0,0.0,,,,,986.0,1065.0,986.0,1065.0,622.1121826171881,44.785226575763,3795.60581341003,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28478,227431,,-1.0,-1.0,992.0,1067.0,-1.0,-1.0,227529.17700000003,-1.0,618.5916748046875,-1.0,-1.0,0.4523647129535675,0.420509397983551,4.0,0.0,,,,,992.0,1067.0,992.0,1067.0,618.5916748046881,52.1272385558891,880.854696419855,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28479,227440,,1017.0,-1.0,-1.0,-1.0,-1.0,-1.0,227537.474,625.6621704101562,-1.0,0.6094280481338501,0.4246198236942291,-1.0,-1.0,0.0,4.0,,,,,1017.0,,1017.0,1062.5,625.662170410156,18.0677229028368,-4105.13880689028,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28480,227448,,1003.0,-1.0,994.0,1058.0,4.313018798828125,4.2647857666015625,227545.807,625.6932983398438,618.8124389648438,0.6097458600997925,0.4245516955852509,0.452971875667572,0.4199163913726807,0.0,0.0,,,,,998.5,1058.0,998.5,1058.0,622.252868652344,53.589357354356785,4262.9712756576,173.0,,981.199269839236,1065.78307454197,227077.3328,227485.62415,408.29134999998496,0.524515561254327,,,,,,,,,
28481,227450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
