Row,Timestamp,Duration,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight,Event Group,Event Label,Event Text,Event Index,Gaze X,Gaze Y,Interpolated Gaze X,Interpolated Gaze Y,Interpolated Distance,Gaze Velocity,Gaze Acceleration,Fixation Index,Fixation Index by Stimulus,Fixation X,Fixation Y,Fixation Start,Fixation End,Fixation Duration,Fixation Dispersion,Saccade Index,Saccade Index by Stimulus,Saccade Start,Saccade End,Saccade Duration,Saccade Amplitude,Saccade Peak Velocity,Saccade Peak Acceleration,Saccade Peak Deceleration
12332,100299,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12333,100301,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100407.499,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,975.333333333333,965.333333333333,615.843770345052,36.4893716985738,-12028.273528810902,,,,,,,,,384.0,,100246.65995,100538.2923,291.63235,19.544212922327798,446.32689769108595,21410.9409868002,-29987.4379064314
12334,100309,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100415.841,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,4.0,,,,,,,969.666666666667,974.666666666667,615.697306315104,36.389697252147,-11.954669324491901,,,,,,,,,384.0,,100246.65995,100538.2923,291.63235,19.544212922327798,446.32689769108595,21410.9409868002,-29987.4379064314
12335,100318,,964.0,984.0,-1.0,-1.0,-1.0,-1.0,100424.2,615.5508422851562,-1.0,0.5901241302490234,0.5299282670021057,-1.0,-1.0,0.0,4.0,,,,,964.0,984.0,964.0,984.0,615.550842285156,53.874995211639096,2091.11759086126,,,,,,,,,384.0,,100246.65995,100538.2923,291.63235,19.544212922327798,446.32689769108595,21410.9409868002,-29987.4379064314
12336,100326,,973.0,977.0,903.0,-1.0,4.385284423828125,4.4754638671875,100432.513,615.4182739257812,608.0394287109375,0.5900462865829468,0.5299336910247802,0.4534284174442291,0.5196017026901245,0.0,0.0,,,,,938.0,977.0,938.0,977.0,611.728851318359,132.143819443365,9415.1188162937,,,,,,,,,384.0,,100246.65995,100538.2923,291.63235,19.544212922327798,446.32689769108595,21410.9409868002,-29987.4379064314
12337,100334,,-1.0,-1.0,920.0,1050.0,-1.0,-1.0,100440.86099999999,-1.0,608.4924926757812,-1.0,-1.0,0.4533208608627319,0.5196385979652405,4.0,0.0,,,,,920.0,1050.0,920.0,1050.0,608.492492675781,55.0166710455735,-9241.65409290954,,,,,,,,,384.0,,100246.65995,100538.2923,291.63235,19.544212922327798,446.32689769108595,21410.9409868002,-29987.4379064314
12338,100342,,970.0,977.0,-1.0,-1.0,-1.0,-1.0,100449.153,615.0258178710938,-1.0,0.590017557144165,0.5298970937728882,-1.0,-1.0,0.0,4.0,,,,,970.0,977.0,970.0,977.0,615.025817871094,80.4389032755892,3065.467946851,,,,,,,,,384.0,,100246.65995,100538.2923,291.63235,19.544212922327798,446.32689769108595,21410.9409868002,-29987.4379064314
12339,100349,120000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12340,100351,,979.0,976.0,907.0,1038.0,4.3531494140625,4.47991943359375,100457.515,614.91650390625,609.30712890625,0.5899902582168579,0.5299217104911804,0.4531937539577484,0.5196906328201294,0.0,0.0,,,,,943.0,1007.0,943.0,1007.0,612.11181640625,177.822511734429,11647.0851622789,,,,,,,,,384.0,,100246.65995,100538.2923,291.63235,19.544212922327798,446.32689769108595,21410.9409868002,-29987.4379064314
12341,100359,,-1.0,-1.0,903.0,1060.0,-1.0,-1.0,100465.817,-1.0,609.6045532226562,-1.0,-1.0,0.4531306028366089,0.519686222076416,4.0,0.0,,,,,903.0,1060.0,903.0,1060.0,609.604553222656,63.22548707227161,-13798.5580568396,,,,,,,,,384.0,,100246.65995,100538.2923,291.63235,19.544212922327798,446.32689769108595,21410.9409868002,-29987.4379064314
